Burnup,k-eff,Enrichment,Gd,GD_Contents,BOC_CBC,EOC_BU
2,1.20827,3,4,4,1849.907904,20.348
2.5,1.20606,3,4,4,1849.907904,20.348
3,1.20401,3,4,4,1849.907904,20.348
3.5,1.20216,3,4,4,1849.907904,20.348
4,1.2006,3,4,4,1849.907904,20.348
4.5,1.19925,3,4,4,1849.907904,20.348
5,1.19808,3,4,4,1849.907904,20.348
5.5,1.19666,3,4,4,1849.907904,20.348
6,1.19446,3,4,4,1849.907904,20.348
6.5,1.19124,3,4,4,1849.907904,20.348
7,1.18697,3,4,4,1849.907904,20.348
7.5,1.18193,3,4,4,1849.907904,20.348
8,1.17651,3,4,4,1849.907904,20.348
8.5,1.17089,3,4,4,1849.907904,20.348
9,1.16526,3,4,4,1849.907904,20.348
9.5,1.15962,3,4,4,1849.907904,20.348
10,1.15403,3,4,4,1849.907904,20.348
10.5,1.14849,3,4,4,1849.907904,20.348
11,1.14303,3,4,4,1849.907904,20.348
11.5,1.13763,3,4,4,1849.907904,20.348
12,1.13231,3,4,4,1849.907904,20.348
12.5,1.12705,3,4,4,1849.907904,20.348
13,1.12185,3,4,4,1849.907904,20.348
13.5,1.11671,3,4,4,1849.907904,20.348
14,1.11163,3,4,4,1849.907904,20.348
14.5,1.10661,3,4,4,1849.907904,20.348
15,1.10164,3,4,4,1849.907904,20.348
17.5,1.07769,3,4,4,1849.907904,20.348
20,1.05464,3,4,4,1849.907904,20.348
22.5,1.03242,3,4,4,1849.907904,20.348
25,1.01097,3,4,4,1849.907904,20.348
27.5,0.99026,3,4,4,1849.907904,20.348
30,0.97028,3,4,4,1849.907904,20.348
32.5,0.95105,3,4,4,1849.907904,20.348
35,0.93262,3,4,4,1849.907904,20.348
37.5,0.91503,3,4,4,1849.907904,20.348
40,0.89835,3,4,4,1849.907904,20.348
42.5,0.88261,3,4,4,1849.907904,20.348
45,0.86786,3,4,4,1849.907904,20.348
47.5,0.85412,3,4,4,1849.907904,20.348
50,0.84141,3,4,4,1849.907904,20.348
52.5,0.82971,3,4,4,1849.907904,20.348
55,0.81901,3,4,4,1849.907904,20.348
57.5,0.80927,3,4,4,1849.907904,20.348
60,0.80044,3,4,4,1849.907904,20.348
0,1.1734,3,8,4,1477.756946,20.102
0.5,1.16485,3,8,4,1477.756946,20.102
1,1.16398,3,8,4,1477.756946,20.102
1.5,1.16428,3,8,4,1477.756946,20.102
2,1.16493,3,8,4,1477.756946,20.102
2.5,1.16593,3,8,4,1477.756946,20.102
3,1.16745,3,8,4,1477.756946,20.102
3.5,1.16966,3,8,4,1477.756946,20.102
4,1.17266,3,8,4,1477.756946,20.102
4.5,1.17645,3,8,4,1477.756946,20.102
5,1.18082,3,8,4,1477.756946,20.102
5.5,1.18473,3,8,4,1477.756946,20.102
6,1.1868,3,8,4,1477.756946,20.102
6.5,1.18633,3,8,4,1477.756946,20.102
7,1.18339,3,8,4,1477.756946,20.102
7.5,1.17893,3,8,4,1477.756946,20.102
8,1.1738,3,8,4,1477.756946,20.102
8.5,1.16832,3,8,4,1477.756946,20.102
9,1.16273,3,8,4,1477.756946,20.102
9.5,1.15713,3,8,4,1477.756946,20.102
10,1.15156,3,8,4,1477.756946,20.102
10.5,1.14604,3,8,4,1477.756946,20.102
11,1.14059,3,8,4,1477.756946,20.102
11.5,1.1352,3,8,4,1477.756946,20.102
12,1.12989,3,8,4,1477.756946,20.102
12.5,1.12464,3,8,4,1477.756946,20.102
13,1.11946,3,8,4,1477.756946,20.102
13.5,1.11434,3,8,4,1477.756946,20.102
14,1.10927,3,8,4,1477.756946,20.102
14.5,1.10426,3,8,4,1477.756946,20.102
15,1.0993,3,8,4,1477.756946,20.102
17.5,1.07542,3,8,4,1477.756946,20.102
20,1.05242,3,8,4,1477.756946,20.102
22.5,1.03024,3,8,4,1477.756946,20.102
25,1.00885,3,8,4,1477.756946,20.102
27.5,0.98818,3,8,4,1477.756946,20.102
30,0.96826,3,8,4,1477.756946,20.102
32.5,0.94909,3,8,4,1477.756946,20.102
35,0.93071,3,8,4,1477.756946,20.102
37.5,0.91318,3,8,4,1477.756946,20.102
40,0.89656,3,8,4,1477.756946,20.102
42.5,0.88088,3,8,4,1477.756946,20.102
45,0.8662,3,8,4,1477.756946,20.102
47.5,0.85252,3,8,4,1477.756946,20.102
50,0.83988,3,8,4,1477.756946,20.102
52.5,0.82824,3,8,4,1477.756946,20.102
55,0.81761,3,8,4,1477.756946,20.102
57.5,0.80792,3,8,4,1477.756946,20.102
60,0.79915,3,8,4,1477.756946,20.102
0,1.11877,3,12,4,1061.612306,19.902
0.5,1.11362,3,12,4,1061.612306,19.902
1,1.11645,3,12,4,1061.612306,19.902
1.5,1.12048,3,12,4,1061.612306,19.902
2,1.12493,3,12,4,1061.612306,19.902
2.5,1.12995,3,12,4,1061.612306,19.902
3,1.13561,3,12,4,1061.612306,19.902
3.5,1.14202,3,12,4,1061.612306,19.902
4,1.14923,3,12,4,1061.612306,19.902
4.5,1.15705,3,12,4,1061.612306,19.902
5,1.16519,3,12,4,1061.612306,19.902
5.5,1.17243,3,12,4,1061.612306,19.902
6,1.17733,3,12,4,1061.612306,19.902
6.5,1.17934,3,12,4,1061.612306,19.902
7,1.17847,3,12,4,1061.612306,19.902
7.5,1.17541,3,12,4,1061.612306,19.902
8,1.17102,3,12,4,1061.612306,19.902
8.5,1.16597,3,12,4,1061.612306,19.902
9,1.16062,3,12,4,1061.612306,19.902
9.5,1.15514,3,12,4,1061.612306,19.902
10,1.14963,3,12,4,1061.612306,19.902
10.5,1.14415,3,12,4,1061.612306,19.902
11,1.13871,3,12,4,1061.612306,19.902
11.5,1.13334,3,12,4,1061.612306,19.902
12,1.12803,3,12,4,1061.612306,19.902
12.5,1.12279,3,12,4,1061.612306,19.902
13,1.1176,3,12,4,1061.612306,19.902
13.5,1.11249,3,12,4,1061.612306,19.902
14,1.10743,3,12,4,1061.612306,19.902
14.5,1.10243,3,12,4,1061.612306,19.902
15,1.09747,3,12,4,1061.612306,19.902
17.5,1.0736,3,12,4,1061.612306,19.902
20,1.05061,3,12,4,1061.612306,19.902
22.5,1.02845,3,12,4,1061.612306,19.902
25,1.00705,3,12,4,1061.612306,19.902
27.5,0.98641,3,12,4,1061.612306,19.902
30,0.9665,3,12,4,1061.612306,19.902
32.5,0.94733,3,12,4,1061.612306,19.902
35,0.92899,3,12,4,1061.612306,19.902
37.5,0.91148,3,12,4,1061.612306,19.902
40,0.8949,3,12,4,1061.612306,19.902
42.5,0.87927,3,12,4,1061.612306,19.902
45,0.86464,3,12,4,1061.612306,19.902
47.5,0.85102,3,12,4,1061.612306,19.902
50,0.83843,3,12,4,1061.612306,19.902
52.5,0.82686,3,12,4,1061.612306,19.902
55,0.81628,3,12,4,1061.612306,19.902
57.5,0.80666,3,12,4,1061.612306,19.902
60,0.79793,3,12,4,1061.612306,19.902
0,1.07019,3,16,4,655.8648464,19.684
0.5,1.06754,3,16,4,655.8648464,19.684
1,1.07305,3,16,4,655.8648464,19.684
1.5,1.0799,3,16,4,655.8648464,19.684
2,1.08738,3,16,4,655.8648464,19.684
2.5,1.09555,3,16,4,655.8648464,19.684
3,1.10458,3,16,4,655.8648464,19.684
3.5,1.11462,3,16,4,655.8648464,19.684
4,1.12568,3,16,4,655.8648464,19.684
4.5,1.13757,3,16,4,655.8648464,19.684
5,1.14984,3,16,4,655.8648464,19.684
5.5,1.16095,3,16,4,655.8648464,19.684
6,1.1691,3,16,4,655.8648464,19.684
6.5,1.17358,3,16,4,655.8648464,19.684
7,1.17434,3,16,4,655.8648464,19.684
7.5,1.17217,3,16,4,655.8648464,19.684
8,1.16833,3,16,4,655.8648464,19.684
8.5,1.16353,3,16,4,655.8648464,19.684
9,1.15837,3,16,4,655.8648464,19.684
9.5,1.15294,3,16,4,655.8648464,19.684
10,1.14747,3,16,4,655.8648464,19.684
10.5,1.14201,3,16,4,655.8648464,19.684
11,1.13659,3,16,4,655.8648464,19.684
11.5,1.13123,3,16,4,655.8648464,19.684
12,1.12593,3,16,4,655.8648464,19.684
12.5,1.1207,3,16,4,655.8648464,19.684
13,1.11553,3,16,4,655.8648464,19.684
13.5,1.11042,3,16,4,655.8648464,19.684
14,1.10537,3,16,4,655.8648464,19.684
14.5,1.10037,3,16,4,655.8648464,19.684
15,1.09542,3,16,4,655.8648464,19.684
17.5,1.0716,3,16,4,655.8648464,19.684
20,1.04864,3,16,4,655.8648464,19.684
22.5,1.02651,3,16,4,655.8648464,19.684
25,1.00514,3,16,4,655.8648464,19.684
27.5,0.98453,3,16,4,655.8648464,19.684
30,0.96465,3,16,4,655.8648464,19.684
32.5,0.94552,3,16,4,655.8648464,19.684
35,0.92721,3,16,4,655.8648464,19.684
37.5,0.90974,3,16,4,655.8648464,19.684
40,0.89321,3,16,4,655.8648464,19.684
42.5,0.87763,3,16,4,655.8648464,19.684
45,0.86305,3,16,4,655.8648464,19.684
47.5,0.84949,3,16,4,655.8648464,19.684
50,0.83695,3,16,4,655.8648464,19.684
52.5,0.82544,3,16,4,655.8648464,19.684
55,0.81492,3,16,4,655.8648464,19.684
57.5,0.80536,3,16,4,655.8648464,19.684
60,0.79668,3,16,4,655.8648464,19.684
0,1.02154,3,20,4,210.8581162,19.458
0.5,1.02158,3,20,4,210.8581162,19.458
1,1.02994,3,20,4,210.8581162,19.458
1.5,1.0398,3,20,4,210.8581162,19.458
2,1.05049,3,20,4,210.8581162,19.458
2.5,1.06222,3,20,4,210.8581162,19.458
3,1.07506,3,20,4,210.8581162,19.458
3.5,1.08932,3,20,4,210.8581162,19.458
4,1.10461,3,20,4,210.8581162,19.458
4.5,1.12113,3,20,4,210.8581162,19.458
5,1.13792,3,20,4,210.8581162,19.458
5.5,1.1528,3,20,4,210.8581162,19.458
6,1.16366,3,20,4,210.8581162,19.458
6.5,1.16977,3,20,4,210.8581162,19.458
7,1.17135,3,20,4,210.8581162,19.458
7.5,1.16957,3,20,4,210.8581162,19.458
8,1.16591,3,20,4,210.8581162,19.458
8.5,1.1612,3,20,4,210.8581162,19.458
9,1.15609,3,20,4,210.8581162,19.458
9.5,1.15071,3,20,4,210.8581162,19.458
10,1.14525,3,20,4,210.8581162,19.458
10.5,1.1398,3,20,4,210.8581162,19.458
11,1.13439,3,20,4,210.8581162,19.458
11.5,1.12904,3,20,4,210.8581162,19.458
12,1.12375,3,20,4,210.8581162,19.458
12.5,1.11852,3,20,4,210.8581162,19.458
13,1.11336,3,20,4,210.8581162,19.458
13.5,1.10826,3,20,4,210.8581162,19.458
14,1.10323,3,20,4,210.8581162,19.458
14.5,1.09824,3,20,4,210.8581162,19.458
15,1.0933,3,20,4,210.8581162,19.458
17.5,1.06952,3,20,4,210.8581162,19.458
20,1.0466,3,20,4,210.8581162,19.458
22.5,1.02451,3,20,4,210.8581162,19.458
25,1.00316,3,20,4,210.8581162,19.458
27.5,0.9826,3,20,4,210.8581162,19.458
30,0.96275,3,20,4,210.8581162,19.458
32.5,0.94366,3,20,4,210.8581162,19.458
35,0.92539,3,20,4,210.8581162,19.458
37.5,0.90796,3,20,4,210.8581162,19.458
40,0.89149,3,20,4,210.8581162,19.458
42.5,0.87596,3,20,4,210.8581162,19.458
45,0.86143,3,20,4,210.8581162,19.458
47.5,0.84793,3,20,4,210.8581162,19.458
50,0.83546,3,20,4,210.8581162,19.458
52.5,0.82401,3,20,4,210.8581162,19.458
55,0.81355,3,20,4,210.8581162,19.458
57.5,0.80405,3,20,4,210.8581162,19.458
60,0.79543,3,20,4,210.8581162,19.458
0,0.97572,3,24,4,-248.8418809,19.238
0.5,0.97831,3,24,4,-248.8418809,19.238
1,0.98952,3,24,4,-248.8418809,19.238
1.5,1.00236,3,24,4,-248.8418809,19.238
2,1.01613,3,24,4,-248.8418809,19.238
2.5,1.03126,3,24,4,-248.8418809,19.238
3,1.04773,3,24,4,-248.8418809,19.238
3.5,1.06584,3,24,4,-248.8418809,19.238
4,1.08519,3,24,4,-248.8418809,19.238
4.5,1.10592,3,24,4,-248.8418809,19.238
5,1.12673,3,24,4,-248.8418809,19.238
5.5,1.1449,3,24,4,-248.8418809,19.238
6,1.15814,3,24,4,-248.8418809,19.238
6.5,1.16576,3,24,4,-248.8418809,19.238
7,1.16821,3,24,4,-248.8418809,19.238
7.5,1.16689,3,24,4,-248.8418809,19.238
8,1.16348,3,24,4,-248.8418809,19.238
8.5,1.15889,3,24,4,-248.8418809,19.238
9,1.15386,3,24,4,-248.8418809,19.238
9.5,1.14853,3,24,4,-248.8418809,19.238
10,1.14309,3,24,4,-248.8418809,19.238
10.5,1.13765,3,24,4,-248.8418809,19.238
11,1.13226,3,24,4,-248.8418809,19.238
11.5,1.12692,3,24,4,-248.8418809,19.238
12,1.12163,3,24,4,-248.8418809,19.238
12.5,1.11641,3,24,4,-248.8418809,19.238
13,1.11126,3,24,4,-248.8418809,19.238
13.5,1.10619,3,24,4,-248.8418809,19.238
14,1.10115,3,24,4,-248.8418809,19.238
14.5,1.09617,3,24,4,-248.8418809,19.238
15,1.09126,3,24,4,-248.8418809,19.238
17.5,1.0675,3,24,4,-248.8418809,19.238
20,1.04461,3,24,4,-248.8418809,19.238
22.5,1.02255,3,24,4,-248.8418809,19.238
25,1.00123,3,24,4,-248.8418809,19.238
27.5,0.9807,3,24,4,-248.8418809,19.238
30,0.96088,3,24,4,-248.8418809,19.238
32.5,0.94182,3,24,4,-248.8418809,19.238
35,0.9236,3,24,4,-248.8418809,19.238
37.5,0.90622,3,24,4,-248.8418809,19.238
40,0.88979,3,24,4,-248.8418809,19.238
42.5,0.87431,3,24,4,-248.8418809,19.238
45,0.85984,3,24,4,-248.8418809,19.238
47.5,0.8464,3,24,4,-248.8418809,19.238
50,0.83399,3,24,4,-248.8418809,19.238
52.5,0.8226,3,24,4,-248.8418809,19.238
55,0.8122,3,24,4,-248.8418809,19.238
57.5,0.80276,3,24,4,-248.8418809,19.238
60,0.79419,3,24,4,-248.8418809,19.238
0,1.31875,3.5,0,4,2417.061611,25.094
0.5,1.30533,3.5,0,4,2417.061611,25.094
1,1.29829,3.5,0,4,2417.061611,25.094
1.5,1.2926,3.5,0,4,2417.061611,25.094
2,1.28692,3.5,0,4,2417.061611,25.094
2.5,1.28108,3.5,0,4,2417.061611,25.094
3,1.27511,3.5,0,4,2417.061611,25.094
3.5,1.26905,3.5,0,4,2417.061611,25.094
4,1.26294,3.5,0,4,2417.061611,25.094
4.5,1.2568,3.5,0,4,2417.061611,25.094
5,1.25066,3.5,0,4,2417.061611,25.094
5.5,1.24456,3.5,0,4,2417.061611,25.094
6,1.23851,3.5,0,4,2417.061611,25.094
6.5,1.23252,3.5,0,4,2417.061611,25.094
7,1.2266,3.5,0,4,2417.061611,25.094
7.5,1.22076,3.5,0,4,2417.061611,25.094
8,1.215,3.5,0,4,2417.061611,25.094
8.5,1.20932,3.5,0,4,2417.061611,25.094
9,1.20371,3.5,0,4,2417.061611,25.094
9.5,1.19817,3.5,0,4,2417.061611,25.094
10,1.1927,3.5,0,4,2417.061611,25.094
10.5,1.1873,3.5,0,4,2417.061611,25.094
11,1.18197,3.5,0,4,2417.061611,25.094
11.5,1.17671,3.5,0,4,2417.061611,25.094
12,1.17151,3.5,0,4,2417.061611,25.094
12.5,1.16638,3.5,0,4,2417.061611,25.094
13,1.1613,3.5,0,4,2417.061611,25.094
13.5,1.15628,3.5,0,4,2417.061611,25.094
14,1.15132,3.5,0,4,2417.061611,25.094
14.5,1.14641,3.5,0,4,2417.061611,25.094
15,1.14155,3.5,0,4,2417.061611,25.094
17.5,1.11801,3.5,0,4,2417.061611,25.094
20,1.09538,3.5,0,4,2417.061611,25.094
22.5,1.07352,3.5,0,4,2417.061611,25.094
25,1.05229,3.5,0,4,2417.061611,25.094
27.5,1.03162,3.5,0,4,2417.061611,25.094
30,1.01148,3.5,0,4,2417.061611,25.094
32.5,0.99187,3.5,0,4,2417.061611,25.094
35,0.97281,3.5,0,4,2417.061611,25.094
37.5,0.95434,3.5,0,4,2417.061611,25.094
40,0.93648,3.5,0,4,2417.061611,25.094
42.5,0.91929,3.5,0,4,2417.061611,25.094
45,0.90283,3.5,0,4,2417.061611,25.094
47.5,0.88717,3.5,0,4,2417.061611,25.094
50,0.87234,3.5,0,4,2417.061611,25.094
52.5,0.85839,3.5,0,4,2417.061611,25.094
55,0.84537,3.5,0,4,2417.061611,25.094
57.5,0.83325,3.5,0,4,2417.061611,25.094
60,0.82206,3.5,0,4,2417.061611,25.094
0,1.26355,3.5,4,4,2085.790036,24.094
0.5,1.25252,3.5,4,4,2085.790036,24.794
1,1.24818,3.5,4,4,2085.790036,24.794
1.5,1.24519,3.5,4,4,2085.790036,24.794
2,1.24233,3.5,4,4,2085.790036,24.794
2.5,1.2395,3.5,4,4,2085.790036,24.794
3,1.23678,3.5,4,4,2085.790036,24.794
3.5,1.23416,3.5,4,4,2085.790036,24.794
4,1.23174,3.5,4,4,2085.790036,24.794
4.5,1.22946,3.5,4,4,2085.790036,24.794
5,1.22736,3.5,4,4,2085.790036,24.794
5.5,1.22544,3.5,4,4,2085.790036,24.794
6,1.22349,3.5,4,4,2085.790036,24.794
6.5,1.22118,3.5,4,4,2085.790036,24.794
7,1.21827,3.5,4,4,2085.790036,24.794
7.5,1.21468,3.5,4,4,2085.790036,24.794
8,1.21042,3.5,4,4,2085.790036,24.794
8.5,1.2056,3.5,4,4,2085.790036,24.794
9,1.20049,3.5,4,4,2085.790036,24.794
9.5,1.19521,3.5,4,4,2085.790036,24.794
10,1.18989,3.5,4,4,2085.790036,24.794
10.5,1.18457,3.5,4,4,2085.790036,24.794
11,1.17928,3.5,4,4,2085.790036,24.794
11.5,1.17404,3.5,4,4,2085.790036,24.794
12,1.16886,3.5,4,4,2085.790036,24.794
12.5,1.16373,3.5,4,4,2085.790036,24.794
13,1.15866,3.5,4,4,2085.790036,24.794
13.5,1.15365,3.5,4,4,2085.790036,24.794
14,1.1487,3.5,4,4,2085.790036,24.794
14.5,1.14379,3.5,4,4,2085.790036,24.794
15,1.13893,3.5,4,4,2085.790036,24.794
17.5,1.11543,3.5,4,4,2085.790036,24.794
20,1.09283,3.5,4,4,2085.790036,24.794
22.5,1.07099,3.5,4,4,2085.790036,24.794
25,1.04977,3.5,4,4,2085.790036,24.794
27.5,1.02912,3.5,4,4,2085.790036,24.794
30,1.009,3.5,4,4,2085.790036,24.794
32.5,0.98942,3.5,4,4,2085.790036,24.794
35,0.9704,3.5,4,4,2085.790036,24.794
37.5,0.95196,3.5,4,4,2085.790036,24.794
40,0.93414,3.5,4,4,2085.790036,24.794
42.5,0.91701,3.5,4,4,2085.790036,24.794
45,0.90061,3.5,4,4,2085.790036,24.794
47.5,0.88502,3.5,4,4,2085.790036,24.794
50,0.87027,3.5,4,4,2085.790036,24.794
52.5,0.8564,3.5,4,4,2085.790036,24.794
55,0.84346,3.5,4,4,2085.790036,24.794
57.5,0.83143,3.5,4,4,2085.790036,24.794
60,0.82032,3.5,4,4,2085.790036,24.794
0,1.21215,3.5,8,4,1750.195933,24.471
0.5,1.20305,3.5,8,4,1750.195933,24.471
1,1.20078,3.5,8,4,1750.195933,24.471
1.5,1.20001,3.5,8,4,1750.195933,24.471
2,1.19956,3.5,8,4,1750.195933,24.471
2.5,1.19934,3.5,8,4,1750.195933,24.471
3,1.19952,3.5,8,4,1750.195933,24.471
3.5,1.20008,3.5,8,4,1750.195933,24.471
4,1.20121,3.5,8,4,1750.195933,24.471
4.5,1.20282,3.5,8,4,1750.195933,24.471
5,1.20505,3.5,8,4,1750.195933,24.471
5.5,1.20775,3.5,8,4,1750.195933,24.471
6,1.21037,3.5,8,4,1750.195933,24.471
6.5,1.21195,3.5,8,4,1750.195933,24.471
7,1.21196,3.5,8,4,1750.195933,24.471
7.5,1.21014,3.5,8,4,1750.195933,24.471
8,1.20676,3.5,8,4,1750.195933,24.471
8.5,1.20231,3.5,8,4,1750.195933,24.471
9,1.19739,3.5,8,4,1750.195933,24.471
9.5,1.19218,3.5,8,4,1750.195933,24.471
10,1.18689,3.5,8,4,1750.195933,24.471
10.5,1.1816,3.5,8,4,1750.195933,24.471
11,1.17632,3.5,8,4,1750.195933,24.471
11.5,1.17109,3.5,8,4,1750.195933,24.471
12,1.16591,3.5,8,4,1750.195933,24.471
12.5,1.1608,3.5,8,4,1750.195933,24.471
13,1.15574,3.5,8,4,1750.195933,24.471
13.5,1.15073,3.5,8,4,1750.195933,24.471
14,1.14579,3.5,8,4,1750.195933,24.471
14.5,1.1409,3.5,8,4,1750.195933,24.471
15,1.13605,3.5,8,4,1750.195933,24.471
17.5,1.1126,3.5,8,4,1750.195933,24.471
20,1.09005,3.5,8,4,1750.195933,24.471
22.5,1.06824,3.5,8,4,1750.195933,24.471
25,1.04707,3.5,8,4,1750.195933,24.471
27.5,1.02646,3.5,8,4,1750.195933,24.471
30,1.00638,3.5,8,4,1750.195933,24.471
32.5,0.98685,3.5,8,4,1750.195933,24.471
35,0.96787,3.5,8,4,1750.195933,24.471
37.5,0.94949,3.5,8,4,1750.195933,24.471
40,0.93174,3.5,8,4,1750.195933,24.471
42.5,0.91467,3.5,8,4,1750.195933,24.471
45,0.89835,3.5,8,4,1750.195933,24.471
47.5,0.88284,3.5,8,4,1750.195933,24.471
50,0.86818,3.5,8,4,1750.195933,24.471
52.5,0.8544,3.5,8,4,1750.195933,24.471
55,0.84154,3.5,8,4,1750.195933,24.471
57.5,0.82962,3.5,8,4,1750.195933,24.471
60,0.8186,3.5,8,4,1750.195933,24.471
0,1.16213,3.5,12,4,1395.110702,24.205
0.5,1.15568,3.5,12,4,1395.110702,24.205
1,1.15642,3.5,12,4,1395.110702,24.205
1.5,1.15853,3.5,12,4,1395.110702,24.205
2,1.16107,3.5,12,4,1395.110702,24.205
2.5,1.16384,3.5,12,4,1395.110702,24.205
3,1.16709,3.5,12,4,1395.110702,24.205
3.5,1.17081,3.5,12,4,1395.110702,24.205
4,1.17511,3.5,12,4,1395.110702,24.205
4.5,1.17985,3.5,12,4,1395.110702,24.205
5,1.18506,3.5,12,4,1395.110702,24.205
5.5,1.19061,3.5,12,4,1395.110702,24.205
6,1.19592,3.5,12,4,1395.110702,24.205
6.5,1.20008,3.5,12,4,1395.110702,24.205
7,1.20249,3.5,12,4,1395.110702,24.205
7.5,1.20293,3.5,12,4,1395.110702,24.205
8,1.20139,3.5,12,4,1395.110702,24.205
8.5,1.1983,3.5,12,4,1395.110702,24.205
9,1.19415,3.5,12,4,1395.110702,24.205
9.5,1.18942,3.5,12,4,1395.110702,24.205
10,1.18438,3.5,12,4,1395.110702,24.205
10.5,1.17924,3.5,12,4,1395.110702,24.205
11,1.17405,3.5,12,4,1395.110702,24.205
11.5,1.16885,3.5,12,4,1395.110702,24.205
12,1.16369,3.5,12,4,1395.110702,24.205
12.5,1.15859,3.5,12,4,1395.110702,24.205
13,1.15353,3.5,12,4,1395.110702,24.205
13.5,1.14853,3.5,12,4,1395.110702,24.205
14,1.14359,3.5,12,4,1395.110702,24.205
14.5,1.13869,3.5,12,4,1395.110702,24.205
15,1.13385,3.5,12,4,1395.110702,24.205
17.5,1.1104,3.5,12,4,1395.110702,24.205
20,1.08784,3.5,12,4,1395.110702,24.205
22.5,1.06602,3.5,12,4,1395.110702,24.205
25,1.04483,3.5,12,4,1395.110702,24.205
27.5,1.02422,3.5,12,4,1395.110702,24.205
30,1.00413,3.5,12,4,1395.110702,24.205
32.5,0.98459,3.5,12,4,1395.110702,24.205
35,0.96562,3.5,12,4,1395.110702,24.205
37.5,0.94725,3.5,12,4,1395.110702,24.205
40,0.92952,3.5,12,4,1395.110702,24.205
42.5,0.91249,3.5,12,4,1395.110702,24.205
45,0.89621,3.5,12,4,1395.110702,24.205
47.5,0.88075,3.5,12,4,1395.110702,24.205
50,0.86614,3.5,12,4,1395.110702,24.205
52.5,0.85245,3.5,12,4,1395.110702,24.205
55,0.83966,3.5,12,4,1395.110702,24.205
57.5,0.82782,3.5,12,4,1395.110702,24.205
60,0.8169,3.5,12,4,1395.110702,24.205
0,1.11628,3.5,16,4,1041.674132,23.919
0.5,1.11186,3.5,16,4,1041.674132,23.919
1,1.11484,3.5,16,4,1041.674132,23.919
1.5,1.11926,3.5,16,4,1041.674132,23.919
2,1.1241,3.5,16,4,1041.674132,23.919
2.5,1.12943,3.5,16,4,1041.674132,23.919
3,1.13532,3.5,16,4,1041.674132,23.919
3.5,1.14182,3.5,16,4,1041.674132,23.919
4,1.1491,3.5,16,4,1041.674132,23.919
4.5,1.1569,3.5,16,4,1041.674132,23.919
5,1.16535,3.5,16,4,1041.674132,23.919
5.5,1.17422,3.5,16,4,1041.674132,23.919
6,1.1828,3.5,16,4,1041.674132,23.919
6.5,1.18993,3.5,16,4,1041.674132,23.919
7,1.19478,3.5,16,4,1041.674132,23.919
7.5,1.19712,3.5,16,4,1041.674132,23.919
8,1.19694,3.5,16,4,1041.674132,23.919
8.5,1.19468,3.5,16,4,1041.674132,23.919
9,1.19101,3.5,16,4,1041.674132,23.919
9.5,1.18659,3.5,16,4,1041.674132,23.919
10,1.18167,3.5,16,4,1041.674132,23.919
10.5,1.17661,3.5,16,4,1041.674132,23.919
11,1.17147,3.5,16,4,1041.674132,23.919
11.5,1.1663,3.5,16,4,1041.674132,23.919
12,1.16116,3.5,16,4,1041.674132,23.919
12.5,1.15606,3.5,16,4,1041.674132,23.919
13,1.15101,3.5,16,4,1041.674132,23.919
13.5,1.14602,3.5,16,4,1041.674132,23.919
14,1.14107,3.5,16,4,1041.674132,23.919
14.5,1.13619,3.5,16,4,1041.674132,23.919
15,1.13135,3.5,16,4,1041.674132,23.919
17.5,1.10793,3.5,16,4,1041.674132,23.919
20,1.08539,3.5,16,4,1041.674132,23.919
22.5,1.06359,3.5,16,4,1041.674132,23.919
25,1.04242,3.5,16,4,1041.674132,23.919
27.5,1.02181,3.5,16,4,1041.674132,23.919
30,1.00175,3.5,16,4,1041.674132,23.919
32.5,0.98224,3.5,16,4,1041.674132,23.919
35,0.96329,3.5,16,4,1041.674132,23.919
37.5,0.94495,3.5,16,4,1041.674132,23.919
40,0.92725,3.5,16,4,1041.674132,23.919
42.5,0.91026,3.5,16,4,1041.674132,23.919
45,0.89404,3.5,16,4,1041.674132,23.919
47.5,0.87864,3.5,16,4,1041.674132,23.919
50,0.8641,3.5,16,4,1041.674132,23.919
52.5,0.85048,3.5,16,4,1041.674132,23.919
55,0.83778,3.5,16,4,1041.674132,23.919
57.5,0.82602,3.5,16,4,1041.674132,23.919
60,0.81519,3.5,16,4,1041.674132,23.919
0,1.06965,3.5,20,4,651.1475716,23.622
0.5,1.06747,3.5,20,4,651.1475716,23.622
1,1.07287,3.5,20,4,651.1475716,23.622
1.5,1.07973,3.5,20,4,651.1475716,23.622
2,1.08721,3.5,20,4,651.1475716,23.622
2.5,1.09534,3.5,20,4,651.1475716,23.622
3,1.10428,3.5,20,4,651.1475716,23.622
3.5,1.11404,3.5,20,4,651.1475716,23.622
4,1.12474,3.5,20,4,651.1475716,23.622
4.5,1.13613,3.5,20,4,651.1475716,23.622
5,1.14839,3.5,20,4,651.1475716,23.622
5.5,1.16106,3.5,20,4,651.1475716,23.622
6,1.17306,3.5,20,4,651.1475716,23.622
6.5,1.18286,3.5,20,4,651.1475716,23.622
7,1.1897,3.5,20,4,651.1475716,23.622
7.5,1.19325,3.5,20,4,651.1475716,23.622
8,1.1937,3.5,20,4,651.1475716,23.622
8.5,1.19172,3.5,20,4,651.1475716,23.622
9,1.18823,3.5,20,4,651.1475716,23.622
9.5,1.18383,3.5,20,4,651.1475716,23.622
10,1.17901,3.5,20,4,651.1475716,23.622
10.5,1.17395,3.5,20,4,651.1475716,23.622
